node_id,latitude,longitude
835,20.95558851,105.8407804
836,20.96094869,105.8408073
837,20.96124926,105.8408234
838,20.96470822,105.8408368
839,20.95661047,105.8408368
840,20.95628985,105.8408394
841,20.96274205,105.8408824
842,20.96438762,105.8409011
843,20.9630351,105.8409441
844,20.95614458,105.8409494
845,20.95538312,105.8410031
846,20.95560855,105.8410084
847,20.963346,105.841067
848,20.95572127,105.8410755
849,20.956094,105.841081
850,20.96044,105.841097
851,20.96101381,105.8411613
852,20.96381405,105.841172
853,20.95486713,105.841172
854,20.96176523,105.8412096
855,20.954376,105.841212
856,20.95985914,105.841215
857,20.970241,105.841247
858,20.95926802,105.8412471
859,20.9586794,105.8412686
860,20.96134694,105.841282
861,20.95456154,105.8412874
862,20.95792798,105.8412927
863,20.95847652,105.8413061
864,20.954872,105.841317
865,20.95894992,105.8413196
866,20.959293,105.841354
867,20.95759735,105.8413571
868,20.95819098,105.8413598
869,20.95870195,105.8413813
870,20.95795553,105.8414108
871,20.9573093,105.8414108
872,20.9554257,105.8414671
873,20.964837,105.841544
874,20.95929557,105.8415529
875,20.965581,105.841581
876,20.95993428,105.8415878
877,20.965896,105.841589
878,20.95900753,105.841628
879,20.96344336,105.8416682
880,20.96368632,105.8416763
881,20.96477835,105.8417192
882,20.96423484,105.8417219
883,20.96105389,105.8417246
884,20.96839,105.841735
885,20.96140455,105.8417434
886,20.95869443,105.8417729
887,20.95768001,105.8418185
888,20.96059302,105.8418211
889,20.965903,105.841845
890,20.962239,105.841848
891,20.965578,105.84185
892,20.96342082,105.8418533
893,20.96423985,105.841856
894,20.96747833,105.8418587
895,20.95738194,105.8418801
896,20.95499738,105.8418828
897,20.95805071,105.8418989
898,20.96062308,105.8419204
899,20.95472185,105.8419257
900,20.95874703,105.8419392
901,20.95931811,105.8419445
902,20.95943834,105.8419472
903,20.95714148,105.8419767
904,20.95908517,105.8420223
905,20.96066315,105.8420411
906,20.95884221,105.8420786
907,20.95556096,105.8420947
908,20.95808327,105.8420974
909,20.95505749,105.8421403
910,20.95776016,105.8422664
911,20.95886225,105.8422717
912,20.95507,105.84228
913,20.95571375,105.8423388
